DATAFLOW,LAST UPDATE,freq,unit,airpol,src_crf,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Greece,2020,0.02851,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Greece,2021,0.02839,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Greece,2022,0.02941,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Greece,2023,0.02642,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Spain,2014,0.09607,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Spain,2015,0.09229,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Spain,2016,0.08431,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Spain,2017,0.08662,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Spain,2018,0.09017,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Spain,2019,0.08715,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Spain,2020,0.08102,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Spain,2021,0.08537,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Spain,2022,0.07735,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Spain,2023,0.07633,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,European Union - 27 countries (from 2020),2014,3.0569,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,European Union - 27 countries (from 2020),2015,3.07571,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,European Union - 27 countries (from 2020),2016,2.9779,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,European Union - 27 countries (from 2020),2017,2.94304,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,European Union - 27 countries (from 2020),2018,2.83951,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,European Union - 27 countries (from 2020),2019,2.6086,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,European Union - 27 countries (from 2020),2020,2.48285,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,European Union - 27 countries (from 2020),2021,2.48967,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,European Union - 27 countries (from 2020),2022,2.31203,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,European Union - 27 countries (from 2020),2023,2.17037,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Finland,2014,0.01238,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Finland,2015,0.01198,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Finland,2016,0.01255,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Finland,2017,0.01238,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Finland,2018,0.01219,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Finland,2019,0.01189,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Finland,2020,0.01027,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Finland,2021,0.01125,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Finland,2022,0.01051,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Finland,2023,0.01057,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,France,2014,0.16649,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,France,2015,0.16852,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,France,2016,0.17302,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,France,2017,0.16061,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,France,2018,0.15186,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,France,2019,0.14667,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,France,2020,0.12547,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,France,2021,0.13331,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,France,2022,0.11815,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,France,2023,0.11096,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Croatia,2014,0.02114,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Croatia,2015,0.02348,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Croatia,2016,0.02313,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Croatia,2017,0.02274,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Croatia,2018,0.02148,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Croatia,2019,0.02072,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Croatia,2020,0.02036,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Croatia,2021,0.0213,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Croatia,2022,0.01959,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Croatia,2023,0.01902,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Hungary,2014,0.0928,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Hungary,2015,0.09366,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Hungary,2016,0.09298,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Hungary,2017,0.0935,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Hungary,2018,0.08992,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Hungary,2019,0.08789,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Hungary,2020,0.08355,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Hungary,2021,0.07812,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Hungary,2022,0.06869,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Hungary,2023,0.06158,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Ireland,2014,0.01164,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Ireland,2015,0.01177,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Ireland,2016,0.01197,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Ireland,2017,0.01102,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Ireland,2018,0.01168,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Ireland,2019,0.01079,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Ireland,2020,0.01099,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Ireland,2021,0.01033,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Ireland,2022,0.00916,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Ireland,2023,0.00844,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Iceland,2014,0.00032,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Iceland,2015,0.00032,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Iceland,2016,0.00027,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Iceland,2017,0.00025,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Iceland,2018,0.00025,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Iceland,2019,0.00025,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Iceland,2020,0.00026,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Iceland,2021,0.00025,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Iceland,2022,0.00027,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Iceland,2023,0.00028,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Italy,2014,0.34759,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Italy,2015,0.33782,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Italy,2016,0.31981,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Italy,2017,0.321,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Italy,2018,0.3001,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Italy,2019,0.26675,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Methane,Energy,Italy,2020,0.25697,,
